name,brewery,percentage,volume
Skule Bryggeri,Skule Bryggeri,6.3,330
Oppigårds,Oppigårds Bryggeri,5.6,500
Billdale,Billdale,5.6,330
Gamma Brewing,Gamma Brewing Company,6,440
Wet Whistle Brewery,Wet Whistle Brewery,5.6,330
Lost Island Brewery,Lost Island Brewery,5.2,330
Svartbergets Fjällbryggeri,Åreskutans Bryggeri,4.7,330
Jädraås Bryggeri,Jädraås Bryggeri,4.8,330
Lepores Barrique Renässans,Flädie Vingård och Vinproduktion,13,750
Österlenvins Råsa,Österlenvin,12,500
Sandhammarens Rosé,Österlens vingårdspark Tygeå,12,750
Kurjovikens Stormiga Navy Strength Gin,Kurjovikens Bränneri,57,500
Good Guys Brew,Good Guys Brew,5,330
Revsunds Brewery,Revsunds Brewery,4.2,330
Electric Nurse,Brewtrade Sweden,6.2,330
Åre Bryggcompagni,Åre Bryggcompagni,4.8,330
Wermlands Brygghus,Wermlands Brygghus,6,330
Bottenvikens Skanderna,Bottenvikens bryggeri,6.5,330
Amazon Spider Monkey,Brewing Költur,6,330
The Try Out's IPA,Örebro Brygghus,6,440
Röda Hjorten,Alingsås Bryggeri,5.5,500
Roslags Näsby Bryggeri,Roslags Näsby Bryggeri,6.3,330
O/O Brewing,O/O Brewing,7,440
Nya Carnegiebryggeriet,Nya Carnegiebryggeriet,6.5,330
Bottenvikens bryggeri,Bottenvikens bryggeri,5,330
Håga White rum,Uppsala Destilleri,37.5,500
Beersmiths,Beersmiths,8.1,440
Helt Klart,Det Norske Brenneri,38,500
Lennarts Bäsk,Ability Drinks,40,200
AKiA Brygghus,AKiA Brygghus,7.2,440
Grästorps Bryggeri,Grästorps Bryggeri,5.6,330
MJs Bryggeri AB,MJs Bryggeri AB,5,330
Södra Maltfabriken,Södra Maltfabriken Brewery,5.2,330
Northern Brewers,Northern Brewers,5.2,330
Nerdbrewing,Molecule,10.8,330
Don't hurt my Peelings,Good Guys Brew,6,330
Pomologik,Pomologik,4.5,250
Svartbergets x Poppels,Svartbergets Fjällbryggeri,8.5,330
Stora Horns Vingård,Stora Horns Vin,11.5,750
Stora Horns Vingård,Stora Horns Vin,13,750
Baltic porter,Erikssunds Bryggeri,7.5,330
Brygga,Beersmiths,47,500
Finn Oktober Festbock,Brygghuset Finn,6.5,330
Beerbliotek,Beerbliotek,6,330
Gluten Tag!,Benchwarmers Brewing Co,4.2,330
Apex,Apex Brewing CO,6.5,440
Madladdery,Madladdery,6,330
Hyllie x Poppels,Hyllie Bryggeri,5,330
Nils Oscar,Nils Oscar,5.5,500
Dugges,Dugges Bryggeri,7.5,500
Gamla Enskede,Gamla Enskede Bryggeri,6,330
Fermenterarna,Fermenterarna Bryggeri,10,440
Alefarm Brewing/Gipsy Hill,Alefarm Brewing/Gipsy Hill,7.8,440
Bästa,Ölbryggeriet,4.9,330
Old skool brew,Ölbryggeriet,5.6,330
Brekeriet,Brekeriet Beer,6.5,330
Apex Doomrider DIPA,Apex Brewing CO,8,440
Ten Hands,Ten Hands Brewing,12,330
DirtNap,Alliaria HB,16.5,375
137:ans,137:ans Beer & Spirits,31.5,500
Finn,Brygghuset Finn,6,500
Brewski,Brewski,6,330
Brewing Költur,Brewing Költur,4.8,500
Rocket Brewing Company,Rocket Brewing Company,5.2,330
Vreta Kloster Grand Cru,Vreta Kloster Bryggeri,10.2,700
Festbier - Jemtehed & Brande,Östersundsbryggerier,6.2,330
DR design bryggeri,DR design AB,5,330
Sabro Sacrilege,RajRaj Bryggeri,6,440
Dugges,Dugges Bryggeri,4.5,330
Remmarlöv,Remmarlöv Gårdsbryggeri,5,330
Stockholm Brewing,Stockholm Brewing,5.9,330
Beerbliotek,Beerbliotek,6,330
Duckpond,DuckPond Brewing,4.7,330
Chad Beer,Molecule,8.5,440
Tropic Suitcase,Friends Co. x Recycled Brewing Co.,4.7,330
Beersmiths,Beersmiths,9,440
Beersmiths,Beersmiths,15.5,440
Beersmiths,Beersmiths,6,440
Spike Brewery,Spike Brewery,6.4,440
Spike Brewery,Spike Brewery,6.4,440
Apex,Apex Brewing CO,6.5,440
Tempel Brygghus,Tempel Brygghus,6.1,330
Heinrich Maneuver,Wine Mechanics,12,750
Rosenhill,Bryggeri Rosenhill,5,330
Stigbergets,Stigbergets Bryggeri,12.5,330
Hyllie Bryggeri,Hyllie Bryggeri,6.7,330
Perfectly Squared Brewing,Perfectly Squared Brewing,6.5,330
Fryksdalens Bryggeri,Fryksdalens Bryggeri,5.5,500
Närke Kulturbryggeri,Närke Kulturbryggeri,8.2,330
Bluegrass Bathtub Gin,HellCroft,42,500
Oppigårds Bryggeri,Oppigårds Bryggeri,7,330
Beersmiths,Beersmiths,7,500
Billdale,Billdale,6,330
Beersmiths,Beersmiths,5.2,500
Beersmiths,Beersmiths,5,500
Nya Carnegiebryggeriet,Nya Carnegiebryggeriet,6.5,330
Skellefteå,Skellefteå Bryggeri,5.5,440
Maybe,Fruktstereo / Veritabel Vin,5.5,750
Boo Pils,Nacka Bryggeri,4.5,330
Glenfiddich Fire & Cane,William Grant & Sons,43,700
Massenez,Massenez,43,700
Kininvie Anniversary 25yo,William Grant & Sons,56,350
Balvenie 26 Years,William Grant & Sons,47.8,700
Spirit of Hven,Backafallsbyn,45.6,500
The Tottori,S.A.R.L. BBC Vins et Spiritueux,43,500
Octomore 10.3,CSL Remy Cointreau,61.3,700
Bruichladdich,CSL Remy Cointreau,50,700
Regementssnaps,Vinolin,38,500
Massenez Prestige,Distillerie Massenez,46,700
Massenez,Distillerie Massenez,46,700
Inverleven Bourbon,Gordon & MacPhail,53.1,700
Nordmarkens Gyllensnaps,Nordmarkens Destilleri,35.5,500
Smögen,Smögen Whisky,57.1,500
Singleton of Dufftown,The Dufftown Distillery,56,700
Grönstedts,Altia PLC,40,500
Talisker,Talisker,59.7,700
The Singleton,The Glen Ord Distillery,54.6,700
Mortlach,Mortlach Distillery,55.9,700
Fine de Bourgogne,Domaine de la Vougeraie,41.5,500
Highland Park,The Edrington Group - Highland Park,46,700
Solstice d'hiver,Microbrasserie Dieu du Ciel,10.2,341
The Glenlivet Single Cask,Chivas Brothers,55.3,700
J. Bally Cuvée Art Déco,Distillery Bally,43.5,700
Isle of Raasay,Isle of Raasay Distillery,61.7,700
Fettercairn,Whyte & Mackay,50.6,700
Les Millésimés de Christian Drouin,Christian Drouin,42,700
Ardbeg,Ardbeg Distillery,50.8,700
Ardbeg,Ardbeg Distillery,46.2,700
Plantation,Maison Ferrand,45.3,700
Glendronach,GlenDronach Distillery,54.8,700
Glendronach,BenRiach Distillery,52.8,700
Kilchoman,Kilchoman Distillery,48.2,700
Paul John,John Distilleries PVT.Ltd (Paul John),46,700
Agitator,Agitator Whiskymakare,55,700
Loch Avon,Polini Produzioni Srl,40,350
Arran,Arran Whisky,46,700
Longmorn,Chivas Brothers,48,700
Gusbourne,Gusbourne Estate Ltd,12,750
De Vet Du,Orsholms Brygghus,5,330
Amicone,Schenk Italia S.p.A,12,750
Monte del Frà,Monte del Frà,14,750
Pichon,Christophe Pichon,14.5,750
Bouchard Finlayson,Bouchard Finlayson,13,750
Pichon,Christophe Pichon,14.5,750
Vial,Kellerei Kaltern,13.5,750
Saleit,Kellerei Kaltern,13.5,750
Saltner,Kellerei Kaltern,13.5,750
Lareith,Kellerei Kaltern,13,750
Rio Bom,Quinta do Mourao,14,750
Canterabuey Viñedo Singular,Real Agrado,16.5,750
Saint Joseph,Christophe Pichon,14.5,750
Tomio Uji Gyokuro Tea Umeshu,Kitagawa Honke Co. Ltd.,12,720
Tomio Ohara Shiso Umeshu,Kitagawa Honke Co. Ltd.,12,720
Tomio Hannari Kyo Umeshu,Kitagawa Honke Co. Ltd.,13,720
Tomio Nigori Yuzu Umeshu,Kitagawa Honke Co. Ltd.,12,720
Sövde Musteri,Sövde Musteri,15.9,350
Les Choisilles,Francois Chidaine,14,750
Baudoin,Francois Chidaine,14.5,750
Puech Cremat,La Bastide aux Oliviers,13,750
Jean Louis Schoepfer,Jean-Louis Schoepfer,13,750
Federico Paternina,Federico Paternina,12,750
BulBille,Dom M Richaud/Europvin,14.5,750
Mauro Molino,Azienda Agricola Molino Mauro,14,750
Mauro Molino,Azienda Agricola Molino Mauro,13.5,750
Domaine Glinavos,Domaine Glinavos S.A.,12,750
Alice,Alliaria HB,8,250
Freixenet,Commercial Groupo Freixenet,11.5,750
Bisci,Bisci,13,750
Ingrosso Infinito,Sundance Wines,13,750
Zizzolo,Fornacelle,13,750
Thorny Devil,Thistledown,14.5,750
The Opportunist,Wild & Wilder,14.5,750
Domaine La Suffrene,Domaine la Suffrene,13,750
Vilarnau,Caves Vilarnau,11.5,750
Arc-en-Ciel,Providential Wines & Spirits AB,12.5,1000
Weingut Frank,Weingut Frank,12.5,750
Trapadis,Domaine du Trapadis,13.5,750
Gonzalez-Byass Sherry Kombipack,Gonzalez-Byass,16.5,2250
Garcia de Verdevique,Garcia de Verdevique,14.5,750
Cava Roy,Castell d'Age,12,750
Barracuda,Altia Sweden AB,32,700
Tros De Mas Vilella,Autòcton Celler,14,750
Selected Swedes,SELECTED MALTS AB,52.9,600
Brugse,De Halve Maan,7.5,330
Straffe Hendrik,De Halve Maan,11,330
Dr. Fischer,Fischer,12,750
Qvid Brut,La Guardiense,12,750
Frattasi Aglianico,Masseria Frattasi,12.5,750
Chianti Colli Senesi,Montechiaro,13.5,750
Straffe Hendrik,Huisbrouwerij De Halve Maan,11,750
Straffe Hendrik,De Halve Maan,9,750
Sartori Marani,Casa Vinicola Sartori,13.5,750
Fresco di Masi Bianco,Masi Agricola,11.5,750
Bread & Butter,Bread & Butter Wines,12.5,750
Kaltenberg,Krönleins,4.8,330
Cerro do Santo,Rozès,13.5,750
Rigoleto,ColleMassari Spa Società Agricola,13.5,750
Collio Friulano,Russiz Superiore-Marco Felluga,13.5,750
Val d'Oca Prosecco Extra Dry,Cantina Produttori de Valdobbiadene,11,750
Poppels Bryggeri,Poppels Bryggeri,6.5,330
Collio Sauvignon,Russiz Superiore-Marco Felluga,13.5,750
Firestone Walker,Firestone Walker Brewing Company,9.8,375
Firestone Walker,Firestone Walker Brewing Company,6.3,375
Champagne Pierre Moncuit,Pierre Moncuit,12,750
Duvanera,Gambino Vini,14,750
Prunotto,Prunotto,14,750
Brunello di Montalcino,Villa La Prata,14.5,750
Naturalmente Bio,Caruso & Minini Srl,13,750
Naturalmente Bio,Caruso & Minini Srl,13.5,750
Naturalmente,Caruso & Minini Srl,13.5,750
No T'ho Diré,Terres de Vidalba,14,750
No T'ho Diré,Terres de Vidalba,13.5,750
Jamek,Weingut Josef Jamek,12.5,750
Mikkeller,Mikkeller,0.2,330
Castion,San Martino di Soave Ernesto,14,750
Brancaia,Casa Brancaia,14.5,750
Pasqua,Pasqua Vigneti e Cantine SpA,11,750
Finca La Celia,Finca La Celia,14,750
Solosole,Poggio al Tesoro,14,750
Marchesi Antinori,Marchesi Antinori,12.5,750
Rampur,Radico Khaitan,45,700
Jaisalmer,Radico Khaitan,43,700
Tsingtao,Tsingtao Brewery,4.7,640
Birichino,Birichino Wines,13.5,750
Ze Rozé,Domaine du Pas de l'Escalette,12.5,750
Poggio al Casone,Castellani,12.5,750
Domaine du Pas de l'Escalette,Domaine du Pas de l'Escalette,14,750
Condé,Condé Azienda Vitivinicola,12,750
Josep Coca,Castellroig Finca Sabaté ii Coca,12.5,750
Raggio Brusa,Condé Azienda Vitivinicola,13.5,750
Padro Vermouth,Padro & Co,18,750
Meantime,Meantime Brewing Co,4.7,330
Château Ponzac,Château Ponzac,12.5,750
Brocca,Ginevra & Leonardo Srl,14,750
Castellroig Sabaté i Coca,Castellroig Finca Sabaté ii Coca,12.5,750
Barbera d'Alba Zio Nando,Rivetto dal 1902,15.5,750
Meyer-Fonné,Domaine Meyer-Fonné,13.5,750
Porto Dos Santos,Bodegas Pinord,19,750
deAlto Amo,Bodegas Manzanos,13.5,750
Fritsch Wagram,Weinbergshof Fritsch,12,750
Captain Morgan,Diageo,25,700
Same Same Cava Brut Nature,Spring Wine & Spirits,11.5,750
Craven,Craven Wines,12,750
Capris Refosk,Vinakoper,13.5,750
Timothy Taylors,Timothy Taylor,4.2,500
Katie Jones,Domaine Jones,13,750
Timothy Taylors,Timothy Taylor,4.1,500
Robert Weil,Weingut Robert Weil,12,750
Tomares Ballus,Domaine des Aspras,13,750
Gustave Lorentz,Gustave Lorentz,13,750
Carattere,Salatin,11.5,750
Snö,Bohemia Regent, a. s.,5,500
Pokerface,Brouwerij Het Nest,5.5,330
Tollo,Cantine Tollo sca,13,750
Grolsch,Grolsche Bierbrouwerij,5,330
Robert Weil,Weingut Robert Weil,8.5,750
Tenuta Carlin de Paolo,CarlindePaolo,13,750
SchuppenBoer,Brouwerij Het Nest,10,330
Crotin,Azienda Vitivinicola Crotin 1897,12,750
Château La Fleur-Pétrus,Etabilssements Jean-Pierre Mouiex,14.5,750
Château Bélair-Monange,Etabilssements Jean-Pierre Mouiex,14.5,750
Château La Serre,Château La Serre,14.5,750
Tushpa,Tushpa,13,750
An Dúlamán,Sliabh Liag Distillers,43.2,500
The Legendary Dark Silkie,Sliabh Liag Distillers,46,700
Château Bélair-Monange,Etabilssements Jean-Pierre Mouiex,14.5,750
Pavina Rosè,Bodega Alta Pavina,13,750
Tushpa,Tushpa Wine Cellar,13.5,750
Tushpa,Tushpa Wine Cellar,13,750
Früh Kölsch,Cölner Hofbräu Früh,4.8,5000
Domaine de la Rectorie,Domaine de la Rectorie,15,750
L'Hospitalet de Gazin,Château Gazin,13.5,1500
Lungarotti,Lungarotti,12,750
Bloodofjupiter,Tevsjö Destilleri Järvsö,45,500
Mar de viñas,Adegas Gran Vinum,13,750
Silly Sour,Spritfabrikken,15,700
Sa Rota,Bodegas Bordoy,13.5,750
Clos Montblanc,Bodegas Concavins,14.5,750
Les Enfosques,Mas Bertran,11.5,750
Michele Satta,Michele Satta,13.5,750
Loch Lomond,Loch Lomond Group,46,700
Grignolino del Monferrato Casales,Gaudio – Bricco Mondalino,13.5,750
Mezan,Marussia Beverages BV,40,700
June Wild Peach Gin,Maison Villevert,37.5,700
Fritsch,Weinberghof Fritsch GmbH,12.5,750
Clos Henri,Clos Henri,14,750
Thornbridge,Thornbridge Brewery,4.3,330
Château Juvenal,Château Juvenal,14.5,750
Schubert,Schubert Wines,14.5,750
Schubert,Schubert Wines,13,750
Nagu,Nagu Distillery AB,47,500
De Oude Cam,De Oude Cam,6.9,750
De Oude Cam,De Oude Cam,7,750
Domaine La Borderie,Domaine La Borderie,12,750
Philipp Kuhn,Philipp Kuhn,14,750
Fritz Haag,Weingut Fritz Haag,11.5,750
De Oude Cam,De Oude Cam,6.5,750
Primo Fiore,Società Agricola Fossa Mala SRL,11.5,750
Braunstein,Birgit Braunstein,13,750
Prosecco Extra Dry,Società Agricola Fossa Mala SRL,11,750
Pizza Lovers Bianco,Società Agricola Fossa Mala SRL,11,500
Ratti,SOC. AGR. RATTI,14.5,750
Rall Blandåda,Rall Wines,13,4500
Braunstein,Birgit Braunstein,13.5,750
Rocquette,Rocquette Cider Co. Ltd.,4.5,330
Monte Stambecco,Torini Distillati,35,700
Pianogrillo Nr 2,Contrada Pianogrillo,12.5,4500
Hanneli R,La Motte Estate,13.5,750
Château Bélair,Etabilssements Jean-Pierre Mouiex,13,375
X,Glenmorangie,40,700
Aranleon Solo,Bodega Aranleon,14,750
Aranleon Solo,Bodega Aranleon,11.5,750
Dal Maso,Dal Maso snc Soc. Agricola,12.5,750
Clos Cibonne,Clos Cibonne,13.5,750
Southern Comfort,Sazerac Company Inc,40,700
Château Cibon,Clos Cibonne,14,1500
Glinavos,Domaine Glinavos S.A.,13.5,750
Oliver´s Exquisito,Oliver Y Oliver,40,700
El Ron del Artesano,Artesano Premium Rom,55.7,700
Dal Maso,Dal Maso snc Soc. Agricola,12,750
Xavier Vignon,Xavier Vignon,14.5,750
Bruichladdich,Tjaerdalen Beer & Whisky,56.7,500
Camigliano,Castello di Camigliano,14,750
Camigliano,Camigliano,14.5,750
Mureda,Bodegas Mureda,13,750
Tres Erres 1928,Compania Pisquera de Chile S.A.,40,700
Mureda,Bodegas Mureda,14,750
Mermaid Gin,Isle of Wight Distillery Ltd,42,700
Mermaid Pink Gin,Isle of Wight Distillery Ltd,38,700
Cleto Chiarli,Cleto Chiarli Società Agricola,11,750
Gheppio,Cantina Terre del Barolo,13.5,750
Fjällbryggarna,Fjällbryggarna AB,4.8,330
Hecht & Bannier,Hecht & Bannier,12.5,750
Château Bertrand Braneyre,Château Bertrand Braneyre,12.5,750
Montefalco Rosso,Le Cimate,14,750
Tiara,Niepoort Vinhos,12.5,750
Clos de Crappe,Niepoort Vinhos,12.5,750
Terlan,Cantina Terlan,13,750
Zenato,Zenato,13.5,750
Fleurs de Prairie,Les Grands Chais de France,12.5,750
Xavier Vignon,Xavier Vignon,15,750
Planeta,Aziende Agricole Planeta s.s.,12.5,750
Chandon,Chandon Argentina,11.5,187
Nyckelbryggerier,Nyckelbryggerier,5.2,330
Bouché,Bouché Pére & Fils,12,750
Blush Pink Riesling,Markus Lundén & Cie,12,750
Zlatan Otok,Zlatan Otok,13.5,750
Leyda Single Vineyard,Viña Leyda,14.5,750
Steenberg,Steenberg,14,750
Steenberg Stately,Steenberg,14.5,750
Rinkuskiai,Rinkuskiai,4.2,500
Rinkuskiai,Rinkuskiai,5,500
Rinkuskiai,Rinkuskiai,6,500
Rinkuskiai,Rinkuskiai,5.5,500
Rinkuskiai,Rinkuskiai,5.2,500
Little Buteo,Weingut Michel Gindl,11.5,750
Suffrene,Domaine la Suffrene,13.5,750
Tommasi,Tommasi Viticoltori,12.5,750
Freixenet,Commercial Groupo Freixenet,7,750
Fuller´s,Fuller Smith & Turner,4.5,330
Haedus,Château Ferry Lacombe,12.5,750
Domaine Gassier,Domaine Gassier,13.5,750
The Money Spider,d'Arenberg,14,750
Born Junsui,Kato Kichibee Sake Brewery,15,300
St. Antony Rotschiefer,St Antony Weingut,11.5,750
Coldigrotta,Colmello di Grotta,12.5,750
Dead Man's Finger,Halewood International,37.5,700
Moussé Fils,Moussé Fils,12,750
St Antony,St Antony Weingut,11.5,750
Fruitière Vinicole d' Arbois,Fruitière Vinicole d' Arbois,13,750
Kein Name,Ferdinand Mayr Weine Gmbh,12,750
La Causa Blend,Miguel Torres SA,14.5,750
Coldigrotta,Colmello di Grotta,12,750
Babel,Sziegl Pince,13.5,750
Domaine De La Rouvière,Domaine De La Rouviere,13,750
Panama Rum,Blackadder International Ltd,51.4,700
Estrella Galicia,Hijos De Rivera S.A.U.,5.5,330
Panama,Blackadder International Ltd,63.2,700
Beavertown Brewery,Beavertown Brewery,4.3,330
Rémy Martin,CSL Remy Cointreau,40,700
Strathmill,Blackadder International Ltd,59.9,700
Panama Rum,Blackadder International Ltd,50.5,700
Gesellmann,Weingut Gesellmann GmbH,13.5,750
Sidónio de Sousa,Dulcinea dos Santos Ferreira,13.5,750
Rock'n Rolle Rebel,Badet Clement & Cie,13,750
Rock'n Rolle Star,Badet Clement & Cie,14,750
Rock'n Rolle Baby,Badet Clement & Cie,12,750
VODKA M68 CUPRUM,LLC KLVZ CRISTALL,40,500
Beefsteak Club,Ehrmanns Group Pic,12,750
Gesellmann,Weingut Gesellmann GmbH,13,750
Fontanafredda,Fontanafredda,13.5,750
Ein Kleines Fass,Bio Weingut Zahel GmbH,12.5,750
Bodvár,Bodvár House of Rosé,12.5,750
Ceniciento,Ortúzar y Poblete produccion de vinos limitada,14,750
Crémant de Bourgogne,Domaine Guy Amiot et Fils,12,750
Cielo Prosecco,Ciello e Terra S.p.A,11,750
Galipette,Les Celliers Associés,5.5,330
Rosato,Società Agricola Fossa Mala SRL,12,750
Guerlet-Deguerne,La Maison Guerlet-Deguerne,12,750
Bellini,Canella SpA,5,750
Bränneri i Åre Mountain Strength,Bränneri i Åre,57.2,700
Clos Mireille,Domaines Ott,13.5,750
Ron Puntacana,Oliver & Oliver Intercaional,38,700
Glenfarclas,J & G Grant,43,700
Nouaison,Maison Villevert,42,500
Nouaison,Maison Villevert,45,700
Shirakawago,Miwa Shuzo,14.5,720
Coccio,Filodivino,12.5,750
Blandlåda 4 Champagne Etienne Oudart,Etienne Oudart,12,3750
Renato Corino,Azienda Agricola Renato Corino,15,750
Lissner,Maison Lissner,13.5,750
Kalevala,Kalevala Distillery,46.3,500
Kalevala,Kalevala Distillery,39.3,500
Saint-Joseph,Alain Voge,14.5,750
Saint-Peray,Alain Voge,13.5,750
Loop Rd,Quartz Reef,14,750
Blandlåda 5,Flera producenter,13,4500
Mombasa,CML International,41.5,700
Charles Mignon,Champagne Charles Mignon,12.5,750
Sottocastello,Sandro Fay,13.5,750
Gin Bubbel,Skånska Spritfabriken,40,500
Come Hell or High Water Spiced,One Eyed Spirits,38,700
The London No1,Pedro Domecq SA,43,700
Doorly's,Foursquare Distillery,40,700
Domaine Collet Mixed Case,Domaine Collet,12.5,2250
Jean-Francois Launay,Champagne Jean-Francois Launay,12,750
Corton,Maison Albert Bichot,13.5,750
Clos de Vougeot,Maison Albert Bichot,14,750
Fontaleoni,Soc Agr Fontaleoni di Troiani Franco e figli s. s.,13.5,750
Strehn,Weingut Strehn,13,750
Fontaleoni,Soc Agr Fontaleoni di Troiani Franco e figli s. s.,12.5,750
Pinot Gris,Blanck André & Ses Fils,14,750
Mora Bryggeri,Mora Bryggeri,5,500
Blumond,Saraceni Wines,7,750
Tenuta Carlin de Paolo,CarlindePaolo,6,750
Dourosa,Quinta de la Rosa,13.5,750
Portobello Road Gin,Good Harbour Trading,42,700
Marco Porello,Marco Porello,13.5,750
KungsbackaBubblet,Pere Olivella Galimany,11.5,750
Chateau D'Escabes,Vinovalie,13,750
Nya Carnegiebryggeriet,Tevsjö Destilleri Järvsö,40,500
Dominican Rum #2,Berry Bros & Rudd,57.6,700
Carmela Gin,Destilerias Arehucas SA,37.5,700
Dufftown,Berry Bros & Rudd,54.9,700
Malaje,Bodega Malajio S.L,13.5,750
Benrinnes,Berry Bros & Rudd,52.9,700
Glen Moray,Berry Bros & Rudd,46,700
Le Cecche,Az Ag Le Cecche,16,750
Le Cecche,Az Ag Le Cecche,13.5,750
Le Cecche,Az Ag Le Cecche,14.5,750
Felina,Bebefit, S.L.,5,330
Le Cecche,Az Ag Le Cecche,14.5,750
Barbera d'Alba,Ca' del Baio,15,750
Hervieux-Dumez,Champagne Hervieux-Dumez,12,375
Sassoalloro,JBS Srl,14,750
Xavier Gérard,Xavier Gérard,13.5,750
Niksicko,Apatinska Pivara Apatin,5,330
Langhe Nebbiolo,Ca' del Baio,14,750
Barbaresco Autinbej,Ca' del Baio,14.5,750
Joillot Beaune,Domaine Georges Joillot,13.5,750
Blai,Egarri S.A.S,12,750
Thulon,Domaine de Thulon,12.5,750
Pete's Pure,Duxton Vineyards,13.5,750
Brand,Cave de Turckheim,13.5,750
Giribaldi,Mario Giribaldi,14.5,750
Alma GM,Mario Giribaldi,14,750
Birgit Eichinger,Weingut Birgit Eichinger,12.5,750
Birgit Eichinger,Weingut Birgit Eichinger,12.5,750
Birgit Eichinger,Weingut Birgit Eichinger,12.5,750
150+1 Barbera,Schenk Italia Spa,13.5,750
Smirnoff Ice,Diageo,4,275
Hardcore Superstar,Klocktornet Lyckorna AB,55,500
Bolla Lugana,Bolla,12.5,750
La Nave,German Blanco,12.5,750
Rosso di Valdimonte,La Palerna,14,750
Château de Paranchère,Château de Parenchère,14,750
Nadir,Tenute Rapitalà,14.5,750
Nudo Di Palèrna,La Palerna,12,750
Luigi Di Grasso,Altia PLC,13.5,750
Luigi Di Grasso,Altia PLC,13.5,750
Gato Negro,Viña San Pedro Tarapacá S.A.,13.5,1000
Matias Riccitelli,Matias Riccitelli,14.5,750
Pio Cesare In memory of Pio Boffa,Pio Cesare,14,4500
Corteforte Amarone Classico,Corteforte,16,750
Vatan,Bodegas Vatan S.L,15,750
Wongraven,Wongraven Wines,12,750
YOKO,Altia PLC,16,720
Flädercello,Tevsjö Destilleri Järvsö,30,500
Chocopalha Mix,Quinta de Chocapalha,13,4500
The Hellacopters,The Wine & Spirit Collective,40,700
Muthenthaler,Martin Muthenthaler,13,750
Nicolas Feuillatte,Nicolas Feuillatte,12,750
Cimento,La Palerna,14,750
Serge Pierlot,Champagne Serge Pierlot,12,750
Ricossa Barbera,Ricossa SRL,13,3000
Enzo Bartoli,MGM S.r.l.,14,750
Bloodofjupiter,Tevsjö Destilleri Järvsö,45,500
Bloodofjupiter,Tevsjö Destilleri Järvsö,66.6,500
Brutes #2,Brutes AB,6.5,4500
Petra,Az Ca Moretti,14,750
Lacuesta,Bodegas Martinez Lacuesta,15,750
Dirler Cade,Dirler-Cadé,13,750
Monte Maletto,Monte Maletto,13,750
Winemaker's Stories,Icon Wines,14.5,750
Bolla,Bolla,13.5,750
Freixenet,Commercial Groupo Freixenet,11.5,1500
Petit Chablis,Domaine Louis Moreau,12,750
Excentrico,Bodegas Mitarte,12.5,750
Pietradolce,Pietradolce,13,750
Domaine Maire et Fils,Domaine Maire & Fils,12,750
Domaine Maire et Fils,Domaine Maire & Fils,13,750
Ciavolich,Az Agr Ciavolich Giuseppe,13,750
Ciavolich,Az Agr Ciavolich Giuseppe,12.5,750
Ciavolich,Az Agr Ciavolich Giuseppe,12.5,750
Tenuta Casenuove,Tenuta Casenuove,14,750
Champagne Göteborg 400 år,Cl de la Chapelle,12,750
Serum,Kratochvílovci,40,700
Ratafia de Champenois,Champagne Dumangin,18,700
Valdespino,José Estevez,43,700
Rhum Trois Rivières,BBS,40,700
42 Below,42 Below Ltd,40,700
Three Sixty,Friedrich Schwarze GmbH,37.5,700
Private Bin Two Centuries,Nederburg Wines,14.5,750
Östermalm Champagne,Jean Plener Fils,12,750
Da Batiè,Gianni Gagliardo,14,750
Barolo,Gianni Gagliardo,14.5,750
SWDSH Hard Seltzer,Aqua Nobel,4.6,330
SWDSH Hard Seltzer,Aqua Nobel,4.6,330
SWDSH Hard Seltzer,Aqua Nobel,4.6,330
Brocard Pierre,Pierre Brocard,12,1500
Lupi,Vinaria Tiganca SRL,14.5,750
Fjällbryggarna,Fjällbryggarna AB,5.7,330
Jacobsdal,Jacobsdal Wine Estate,14.5,1500
Spanska Garnachalådan,Flera producenter,14.5,4500
Girolamo Russo,Girolamo Russo,14,750
Ichiro's,Chichibu Distillery / Venture Whisky Ltd.,46.5,700
Rosso di Montalcino,Pian delle Querci Societa Agricola,14.5,750
Catherine Marshall,Catherine Marshall Wines,13.5,750
Birra Lucana,Birra Lucana,4.8,30000
Sav,Savhuset Åre,12.5,750
Brennivin,Ölgerðin Egill Skallagrímsson,37.5,1000
Caol Ila,Meadowside Blending Co Ltd,54.4,700
Plymouth,Black Friars Distillery,57,700
Mom's,Zuidam Distillers BV,30,700
Naturalment,Jordi Miró,14.5,750
Pabst Blue Ribbon,Pabst Brewing Company,4.7,500
Snare Point,Export-Union International Wines,12.5,750
Castello di Brolio,Ricasoli,14,750
Gin 1689,Ginn 1689,38.5,700
Cotswolds,Cotswold Distilling Co Ltd,42,700
Akarua,Akarua Winery,12.5,750
Sor Ugo,Aia Vecchia,15,750
Alheit Vineyards,Alheit Vineyards,13,750
Collective Arts,Collective Arts,43.5,700
Collective Arts,Collective Arts,43.5,700
Mooiplaas,Mooiplaas Wine Estate,14.5,750
AltaCima 4090,Viña AltaCima,13.5,750
AltaCima 4090,Viña AltaCima,13.5,750
Sofros,Bodegueros Quinta Esencia,14.5,750
Bico Amarelo,Esporão S.A. Herdade do Esporão,11,750
Ponte,Herdade do Mouchão,13,750
Château des Jacques,Maison Louis Jadot,14.5,750
Barolo,Cantina Terre del Barolo,14.5,750
Gheppio,Cantina Terre del Barolo,13.5,750
